ds,yhat
2025-03-01 10:30:00,1.071379387801762
2025-03-01 11:00:00,1.0563259598222239
2025-03-01 11:30:00,1.1151039175984345
2025-03-01 12:00:00,1.227192708198717
2025-03-01 12:30:00,1.357015058806804
2025-03-01 13:00:00,1.4652204560939048
2025-03-01 13:30:00,1.520746659218907
2025-03-01 14:00:00,1.5101941488338368
2025-03-01 14:30:00,1.4418456482298883
2025-03-01 15:00:00,1.3431977019036987
2025-03-01 15:30:00,1.2527169384027579
2025-03-01 16:00:00,1.2081789842858104
2025-03-01 16:30:00,1.2349371517905958
2025-03-01 17:00:00,1.3375247667234074
2025-03-01 17:30:00,1.4970984851949134
2025-03-01 18:00:00,1.6756211255910638
2025-03-01 18:30:00,1.8257994910659554
2025-03-01 19:00:00,1.90415209863867
2025-03-01 19:30:00,1.8836386955430875
2025-03-01 20:00:00,1.7623069657228563
2025-03-01 20:30:00,1.5654103353013098
2025-03-01 21:00:00,1.3401675662017782
2025-03-01 21:30:00,1.1443151362164419
2025-03-01 22:00:00,1.03131550007227
2025-03-01 22:30:00,1.0360620860588534
2025-03-01 23:00:00,1.1648908367499662
2025-03-01 23:30:00,1.3926608633596882
2025-03-02 00:00:00,1.6678674321570175
2025-03-02 00:30:00,1.9246663698625373
2025-03-02 01:00:00,2.0988676839876095
2025-03-02 01:30:00,2.1438806198975855
2025-03-02 02:00:00,2.042552055919291
2025-03-02 02:30:00,1.811853532427776
2025-03-02 03:00:00,1.4991806234757357
2025-03-02 03:30:00,1.1711633120737233
2025-03-02 04:00:00,0.8977923909702257
2025-03-02 04:30:00,0.7358490460866679
2025-03-02 05:00:00,0.7157770894413635
2025-03-02 05:30:00,0.8352243866098306
2025-03-02 06:00:00,1.060745319225089
2025-03-02 06:30:00,1.3370568788184705
2025-03-02 07:00:00,1.6013268281020674
2025-03-02 07:30:00,1.798739975283587
2025-03-02 08:00:00,1.8953510671420608
2025-03-02 08:30:00,1.8850382799624157
2025-03-02 09:00:00,1.788992454603286
2025-03-02 09:30:00,1.6481738854223287
2025-03-02 10:00:00,1.5110063965529759
2025-03-02 10:30:00,1.4197723453922162
2025-03-02 11:00:00,1.3994146973891748
2025-03-02 11:30:00,1.4516943866220597
2025-03-02 12:00:00,1.5561128460501772
2025-03-02 12:30:00,1.6771184507899872
2025-03-02 13:00:00,1.7753899080809643
2025-03-02 13:30:00,1.8198976695874862
2025-03-02 14:00:00,1.7972782691218805
2025-03-02 14:30:00,1.7158537219004846
2025-03-02 15:00:00,1.6031629713202178
2025-03-02 15:30:00,1.4977180102525884
2025-03-02 16:00:00,1.437342644465874
2025-03-02 16:30:00,1.4474410210657191
2025-03-02 17:00:00,1.5325997888204042
2025-03-02 17:30:00,1.6740312400435196
2025-03-02 18:00:00,1.8337559603376692
2025-03-02 18:30:00,1.9645404627612721
2025-03-02 19:00:00,2.0229647223441596
2025-03-02 19:30:00,1.9820514929589237
2025-03-02 20:00:00,1.8399128095303778
2025-03-02 20:30:00,1.6218675854925269
2025-03-02 21:00:00,1.375200994769611
2025-03-02 21:30:00,1.1577166380146073
2025-03-02 22:00:00,1.0229445877415488
2025-03-02 22:30:00,1.0058461675911543
2025-03-02 23:00:00,1.112825275573693
2025-03-02 23:30:00,1.3188088206435185
2025-03-03 00:00:00,1.572359492668277
2025-03-03 00:30:00,1.8076999524075241
2025-03-03 01:00:00,1.9607062389393028
2025-03-03 01:30:00,1.9848526167872513
2025-03-03 02:00:00,1.8630497643324548
2025-03-03 02:30:00,1.6123316007534778
2025-03-03 03:00:00,1.2801544599804513
2025-03-03 03:30:00,0.9332072743327984
2025-03-03 04:00:00,0.6415377891019244
2025-03-03 04:30:00,0.4619819667776113
2025-03-03 05:00:00,0.42503604824594055
2025-03-03 05:30:00,0.5283978156944764
2025-03-03 06:00:00,0.7386688994150531
2025-03-03 06:30:00,1.0006107243903433
2025-03-03 07:00:00,1.2514325336954288
2025-03-03 07:30:00,1.4363575346653008
2025-03-03 08:00:00,1.5214756737282003
2025-03-03 08:30:00,1.5006970196518163
2025-03-03 09:00:00,1.3952409017809568
2025-03-03 09:30:00,1.2460926130631007
2025-03-03 10:00:00,1.1016974118640235
2025-03-03 10:30:00,1.0043554625604094
2025-03-03 11:00:00,0.979023859189974
2025-03-03 11:30:00,1.0274739468316398
2025-03-03 12:00:00,1.1292138247105261
2025-03-03 12:30:00,1.2486947743701071
2025-03-03 13:00:00,1.346594646850356
2025-03-03 13:30:00,1.3918792842371586
2025-03-03 14:00:00,1.3711768787515495
2025-03-03 14:30:00,1.2927974054870193
2025-03-03 15:00:00,1.1842641146103183
2025-03-03 15:30:00,1.0840697097154957
2025-03-03 16:00:00,1.0300151800995225
2025-03-03 16:30:00,1.0474784092606564
2025-03-03 17:00:00,1.1410164264415468
2025-03-03 17:30:00,1.2918086505470767
2025-03-03 18:00:00,1.46183965230093
2025-03-03 18:30:00,1.6038369110452513
2025-03-03 19:00:00,1.6743384815251785
2025-03-03 19:30:00,1.6463224522221185
2025-03-03 20:00:00,1.5178535980452157
2025-03-03 20:30:00,1.3142011363379258
2025-03-03 21:00:00,1.0825982755115364
2025-03-03 21:30:00,0.8807945548973714
2025-03-03 22:00:00,0.7622640703527448
2025-03-03 22:30:00,0.7619104403142628
2025-03-03 23:00:00,0.8860783209514131
2025-03-03 23:30:00,1.1096340399911835
2025-03-04 00:00:00,1.3810785677420843
2025-03-04 00:30:00,1.6345719122816131
2025-03-04 01:00:00,1.8059267346568406
2025-03-04 01:30:00,1.8485534060893516
2025-03-04 02:00:00,1.7452984084179253
2025-03-04 02:30:00,1.5131313735858722
2025-03-04 03:00:00,1.1994444707570595
2025-03-04 03:30:00,0.8708628022820311
2025-03-04 04:00:00,0.5973708298898774
2025-03-04 04:30:00,0.4357419885843917
2025-03-04 05:00:00,0.4164109546972642
2025-03-04 05:30:00,0.5370151131224511
2025-03-04 06:00:00,0.7640970641119431
2025-03-04 06:30:00,1.0423607657273606
2025-03-04 07:00:00,1.3089597477141202
2025-03-04 07:30:00,1.5090634429797531
2025-03-04 08:00:00,1.6087101407901812
2025-03-04 08:30:00,1.6017605419553993
2025-03-04 09:00:00,1.5093870615050344
2025-03-04 09:30:00,1.3725306880627546
2025-03-04 10:00:00,1.2395951337544853
2025-03-04 10:30:00,1.1528419136736612
2025-03-04 11:00:00,1.137192499356842
2025-03-04 11:30:00,1.194385759853447
2025-03-04 12:00:00,1.303900574625592
2025-03-04 12:30:00,1.4301623606373477
2025-03-04 13:00:00,1.5338265478459876
2025-03-04 13:30:00,1.5838400777690913
2025-03-04 14:00:00,1.5668158281355193
2025-03-04 14:30:00,1.4910520996572085
2025-03-04 15:00:00,1.384064150322111
2025-03-04 15:30:00,1.2843404039992505
2025-03-04 16:00:00,1.2296813008558822
2025-03-04 16:30:00,1.2454679117196243
2025-03-04 17:00:00,1.3362641836306266
2025-03-04 17:30:00,1.4832601653594546
2025-03-04 18:00:00,1.6484547392056677
2025-03-04 18:30:00,1.7845933353493484
2025-03-04 19:00:00,1.848235544427956
2025-03-04 19:30:00,1.8123845098133442
2025-03-04 20:00:00,1.6751335028352958
2025-03-04 20:30:00,1.461783590010476
2025-03-04 21:00:00,1.2196030819247279
2025-03-04 21:30:00,1.0063797626309254
2025-03-04 22:00:00,0.8756289944828539
2025-03-04 22:30:00,0.8622985534451217
2025-03-04 23:00:00,0.9727800039931855
2025-03-04 23:30:00,1.1819891835168268
2025-03-05 00:00:00,1.438479015284933
2025-03-05 00:30:00,1.6764637375463083
2025-03-05 01:00:00,1.8318123448852037
2025-03-05 01:30:00,1.857993464648421
2025-03-05 02:00:00,1.7379135699466284
2025-03-05 02:30:00,1.4886038259944128
2025-03-05 03:00:00,1.1575192786557609
2025-03-05 03:30:00,0.8113490472392662
2025-03-05 04:00:00,0.520142543398366
2025-03-05 04:30:00,0.3407388746457417
2025-03-05 05:00:00,0.3036388989667078
2025-03-05 05:30:00,0.4065464768716329
2025-03-05 06:00:00,0.6160707616014955
2025-03-05 06:30:00,0.8769821243142675
2025-03-05 07:00:00,1.126500150899957
2025-03-05 07:30:00,1.3098597567597168
2025-03-05 08:00:00,1.393163925293461
2025-03-05 08:30:00,1.370337050094094
2025-03-05 09:00:00,1.2626140275172941
